,Title,Instrumentalist,Vocalist,Date,Location,Genre,Music Composer,Lyrics Composer,Year of Composition,Recording Info,File ID
257,Al fin de cuentas,Orquesta Francisco Rotundo,Enrique Campos,1957-01-22,Buenos Aires,Tango,Enrique Campos,Juan Fulginiti,,Pampa 14191 MAI-2038,
259,Al mundo le falta un tornillo,,Carlos Gardel,1933-02-15,Buenos Aires,Tango,José María Aguilar,Enrique Cadícamo,1933,Odeon 18878 7352,1356
260,Al mundo le falta un tornillo,Orquesta Alfredo De Angelis,Lalo Martel,1959-07-20,Buenos Aires,Tango,José María Aguilar,Enrique Cadícamo,1933,Odeon 1223-B 24245,
261,Al mundo le falta un tornillo,Orquesta Armando Pontier,Julio Sosa,1959-06-26,Buenos Aires,Tango,José María Aguilar,Enrique Cadícamo,1933,CBS-Columbia 8538 1886,
262,Al pasar,Orquesta Lucio Demare,Raúl Berón,1943-09-03,Buenos Aires,Vals,José Raúl Iglesias,Juan Bautista Gatti,,Odeon 8069-B 13102,
263,Al pasar,Orquesta Ricardo Tanturi,Enrique Campos,1943-08-06,Buenos Aires,Vals,José Raúl Iglesias,Juan Bautista Gatti,,RCA-Victor 60-0134 77130,
264,Al pibe lo tengo yo,Orquesta Francisco Rotundo,Enrique Campos,1957-09-19,Buenos Aires,Tango,Carlos Acosta,Carlos Acosta,,Pampa 14205 MAI-2142,
266,Al pie de la Santa Cruz,,Alberto Gómez,1933-10-11,Buenos Aires,Tango,Enrique Delfino,Mario Battistella,1933,Victor,858
267,Al pie de la Santa Cruz,Orquesta Alfredo De Angelis,Carlos Dante,1949-12-23,Buenos Aires,Tango,Enrique Delfino,Mario Battistella,1933,Odeon 30426-B 17536,
269,Al verla pasar,Orquesta Manuel Buzón,Amadeo Mandarino,1942-02-10,Buenos Aires,Tango,Joaquín Mora,José María Contursi,,Odeon 3700 11843,2656
270,Al verla pasar,Orquesta Pedro Laurenz,Martín Podestá,1942-01-07,Buenos Aires,Tango,Joaquín Mora,José María Contursi,,RCA-Victor 39493 59986,
271,Al volverte a ver,Orquesta Ángel D'Agostino,Ángel Vargas,1942-07-15,Buenos Aires,Tango,Roberto Nievas Blanco,Julio Jorge Nelson,,RCA-Victor 39657 69802,
272,Aladino,Orquesta Ricardo Tanturi,"Horacio Roca, Alberto Guzmán",1959-12-09,Buenos Aires,Vals,Rafael Farías,Julio Camilloni,,RCA-Victor 15-2 KAAB1435,
277,Alelí,Orquesta Alfredo De Angelis,Carlos Dante,1947-03-20,Buenos Aires,Tango,Alfredo De Angelis,José Rótulo,1947,Odeon 30406-B 16317,
278,Alelí,Orquesta Osmar Maderna,Pedro Dátila,1947-04-25,Buenos Aires,Tango,Alfredo De Angelis,José Rótulo,1947,RCA-Victor 60-1289,591
279,Aleteando,Orquesta Alfredo Attadía,Jorge Beiró,1954-11-03,Buenos Aires,Tango,"Juan Pedro Castillo, Vicente Belvedere",Alfredo Faustino Roldán,,Pathé,7053
280,Algo bueno,Sexteto Carlos Di Sarli,Instrumental,1930-01-24,Buenos Aires,Tango,"Alfonso Gagliano, Pedro Gagliano",Carlos Bahr,,RCA-Victor 47344 60007,1749
281,Alguien,Orquesta Enrique Francini,Alberto Podestá,1956-11-19,Buenos Aires,Tango,Héctor Stamponi,Eugenio Majul,1956,RCA-Victor,1288
282,Alguien,Orquesta Rodolfo Biagi,Hugo Duval,1956-03-24,Buenos Aires,Tango,Héctor Stamponi,Eugenio Majul,1956,Odeon 51915 20859,
285,Alhucema,Orquesta Aníbal Troilo,Alberto Marino,1944-08-31,Buenos Aires,Tango,Francisco Pracánico,Horacio Sanguinetti,1944,RCA-Victor 60-0542 79833,
286,Alhucema,Orquesta Lucio Demare,Horacio Quintana,1944-09-25,Buenos Aires,Tango,Francisco Pracánico,Horacio Sanguinetti,1944,Odeon 8076 14114,
287,Alicia,,Carlos Gardel,1929-11-12,Buenos Aires,Vals,Guillermo Barbieri,Eugenio Cárdenas,,Odeon 18947 4861,6917
288,Allá en el bajo,Orquesta Alfredo De Angelis,Carlos Dante,1949-06-02,Buenos Aires,Tango,"Agustín Magaldi, Pedro Noda","Ismael Aguilar, Gerónimo Martinelli Massa",1926,Odeon 30422-A 17310,3342
289,Allá en el bajo,,Instrumental,1926-11-24,Buenos Aires,Tango,"Agustín Magaldi, Pedro Noda","Ismael Aguilar, Gerónimo Martinelli Massa",1926,RCA-Victor 79763 1017,
290,Allá en el cielo,Orquesta Miguel Caló,Carlos Dante,1935-03-25,Buenos Aires,Vals,"Miguel Caló, Miguel Nijensohn","Miguel Caló, Miguel Nijensohn",,Odeon 8352 8041,
291,Alma de bohemio,Orquesta Ángel D'Agostino,Tino García,1947-06-10,Buenos Aires,Tango,Roberto Firpo,Juan Andrés Caruso,1914,RCA-Victor 60-1350 83476,
292,Alma de bohemio,Orquesta Aníbal Troilo,Nelly Vázquez,1965-12-10,Buenos Aires,Tango,Roberto Firpo,Juan Andrés Caruso,1914,RCA-Victor AVL-3678 5575,
293,Alma de bohemio,Orquesta Francini-Pontier,Alberto Podestá,1946-11-13,Buenos Aires,Tango,Roberto Firpo,Juan Andrés Caruso,1914,RCA-Victor 60-1117 82468,1965
294,Alma de bohemio,Orquesta Osvaldo Pugliese,Instrumental,1958-12-10,Buenos Aires,Tango,Roberto Firpo,Juan Andrés Caruso,1914,Odeon 52445 23695,
295,Alma de bohemio,Orquesta Pedro Laurenz,Alberto Podestá,1943-07-15,Buenos Aires,Tango,Roberto Firpo,Juan Andrés Caruso,1914,Odeon 7630 12929,
296,Alma de bohemio,Orquesta Ricardo Tanturi,Osvaldo Ribó,1947-04-02,Buenos Aires,Tango,Roberto Firpo,Juan Andrés Caruso,1914,RCA-Victor 60-1266 83340,
297,Alma de bohemio,Orquesta Rodolfo Biagi,Teófilo Ibáñez,1939-03-24,Buenos Aires,Tango,Roberto Firpo,Juan Andrés Caruso,1914,Odeon 5604 9833,
300,Alma de loca,Orquesta Francisco Rotundo,Floreal Ruiz,1952-05-19,Buenos Aires,Tango,Guillermo Cavazza,Jacinto Font,1927,Odeon 55393 18403,
305,Alma en pena,,Carlos Gardel,1928-10-11,París,Tango,Anselmo Aieta,Francisco García Jiménez,1928,Odeon 18252 Ki1851/2,840
306,Alma en pena,Orquesta Alfredo De Angelis,Carlos Gardel,1973-11-13,Buenos Aires,Tango,Anselmo Aieta,Francisco García Jiménez,1928,Odeon 8015-B 41021,
307,Alma en pena,Orquesta Ángel Vargas dir: Armando Lacava,Ángel Vargas,1953-10-13,Buenos Aires,Tango,Anselmo Aieta,Francisco García Jiménez,1928,RCA-Victor 68-1191 SO-1718,
308,Alma en pena,Orquesta Ricardo Tanturi,Roberto Videla,1946-07-05,Buenos Aires,Tango,Anselmo Aieta,Francisco García Jiménez,1928,RCA-Victor 60-0978 82194,
311,Alma mía,Orquesta Carlos Di Sarli,Roberto Rufino,1940-02-15,Buenos Aires,Vals,Diego Centeno,Héctor Marcó,1936,RCA-Victor 38932 39211,
314,Alma mía [b],Orquesta Miguel Caló,Carlos Dante,1935-12-17,Buenos Aires,Tango,Domingo Cuestas,Mario César Gomila,,Odeon 8356 8458,
315,Alma poética,Cuarteto Roberto Firpo,Instrumental,1937-07-04,Buenos Aires,Vals,Roberto Firpo,,,Odeon 3510-B 9128/1,7644
318,Almafuerte,,Nelly Omar,1997-11-05,Buenos Aires,Milonga,Manuel Abrodos,León Benarós,1963,Magenta 512.510,
319,Almagreando,Quinteto dir: Pepe Motta,Instrumental,1900-01-01,Buenos Aires,Tango,Pablo Motta,,,Fonocal 798,7054
320,Almagro,Orquesta Alfredo De Angelis,Oscar Larroca,1951-10-23,Buenos Aires,Tango,Vicente San Lorenzo,Iván Diez,1930,Odeon 55329-A 18248,
321,Almagro,Orquesta Alfredo De Angelis,Carlos Gardel,1974-08-28,Buenos Aires,Tango,Vicente San Lorenzo,Iván Diez,1930,Odeon 8152-A 41644,
322,Almagro,Orquesta Osvaldo Pugliese,Adrián Guida,1985-11-15,Buenos Aires,Tango,Vicente San Lorenzo,Iván Diez,1930,Odeon,
323,Almagro,Orquesta Osvaldo Pugliese,Adrián Guida,1985-12-26,Buenos Aires,Tango,Vicente San Lorenzo,Iván Diez,1930,Odeon En el Colón,
328,Alondras,Orquesta Alberto Soifer,Instrumental,1942-10-14,Buenos Aires,Tango,Alberto Soifer,José María Contursi,,RCA-Victor 39762-B,2349
329,Altar sin luz,Orquesta Alfredo De Angelis,Julio Martel,1945-06-08,Buenos Aires,Tango,Guillermo Vilar,Iván Diez,,Odeon 3785-B 14668,
330,Alzame en tus brazos,Orquesta Carlos Di Sarli,Alberto Podestá,1942-04-09,Buenos Aires,Vals,Héctor Cruz,Mario Battistella,,RCA-Victor 39583 59969,
332,Amado mío,Orquesta Don Américo - dir: Américo Belloto,María de la Fuente,1946-08-22,Buenos Aires,Bolero,"Doris Fischer, Allan Roberts",Doris Fischer,,Odeon 32253 15765,
335,Amanece,Orquesta Aníbal Troilo,Roberto Goyeneche,1968-12-06,Buenos Aires,Tango,Armando Pontier,Federico Silva,,RCA-Victor AVL-3829 8570,
337,Amante corazón,,Carlos Gardel,1933-08-25,Buenos Aires,Vals,Domingo Julio Vivas,Roberto Marano,,Odeon 7509,516
338,Amar hasta morir,Orquesta Alfredo De Angelis,Juan Carlos Godoy,1963-07-25,Buenos Aires,Tango,Nino Fassa,Jorge Burbridge,,Odeon 7004-B 29320,
342,Amarga sospecha,Orquesta Juan D'Arienzo,Armando Laborde,1949-11-24,Buenos Aires,Tango,Fulvio Salamanca,Carlos Bahr,,RCA-Victor 60-1876 91473,
344,Amargura,Orquesta Terig Tucci,Carlos Gardel,1935-03-20,New York,Tango,Carlos Gardel,Alfredo Le Pera,1934,Victor BVE-84130/3,1104
346,Amarras,Orquesta Héctor Varela,Héctor Mauré,1955-04-28,Buenos Aires,Tango,Carlos Marchisio,Carmelo Santiago,1944,Columbia 15135 CAO-640,667
347,Amarrete,Orquesta Alfredo De Angelis,Instrumental,1959-11-13,Buenos Aires,Tango,Pacífico Lambertucci,Luis Coraggio,1935,Odeon 52702-B 24705,
351,Amémonos,Orquesta Alfredo Gobbi,"Carlos Heredia, Hugo Soler",1948-01-31,Buenos Aires,Vals,Carlos Montbrun Ocampo,Manuel Ceferino Flores,,RCA-Victor 68-1527 83816,
352,Amiga,Orquesta Osvaldo Pugliese,Roberto Chanel,1947-06-10,Buenos Aires,Tango,Carlos Viván,Horacio Sanguinetti,1947,Odeon 7692 16521,
353,Amiga,Orquesta Ricardo Tanturi,Roberto Videla,1947-04-02,Buenos Aires,Tango,Carlos Viván,Horacio Sanguinetti,1947,RCA-Victor 60-1266 83339,
354,Amigazo,,Carlos Gardel,1930-05-20,Buenos Aires,Tango,Juan de Dios Filiberto,"Francisco Brancatti, Juan Velich",1925,Odeon 55180 5604/1,1418
355,Amigazo,Orquesta Alfredo De Angelis,Carlos Dante,1949-09-26,Buenos Aires,Tango,Juan de Dios Filiberto,"Francisco Brancatti, Juan Velich",1925,Odeon 30424-A 17432,
356,Amigazo,Orquesta Ángel Vargas dir: Eduardo Del Piano,Ángel Vargas,1950-05-10,Buenos Aires,Tango,Juan de Dios Filiberto,"Francisco Brancatti, Juan Velich",1925,RCA-Victor 60-1971 93690,
362,Amigos presente,Orquesta Ricardo Tanturi,Instrumental,1959-05-27,Buenos Aires,Tango,Ricardo Tanturi,,,RCA-Victor 1A-1780 KAAB1056,
369,Amor con amor se paga,Orquesta Ricardo Malerba,Orlando Medina,1944-06-30,Buenos Aires,Milonga,Rodolfo Sciammarella,Carlos Petit,,Odeon 5561 13911,
370,Amor de chiquilina,Orquesta Héctor Varela,Ernesto Herrera,1959-08-21,Buenos Aires,Tango,Ángel Cabral,Erma Suárez,,CBS-Columbia 20877 1911,3674
371,Amor de cielo,Orquesta Alfredo De Angelis,Carlos Dante,1954-03-15,Buenos Aires,Tango,Hipólito Caron,Hipólito Oneca,,Odeon 55910-A 19394,
372,Amor de forastero,Orquesta Alfredo Gobbi,"Carlos Heredia, Hugo Soler",1947-07-30,Buenos Aires,Tango,Guillermo López,Domingo Roldán,,RCA-Victor 60-1393 83555,
373,Amor de forastero,Orquesta Carlos García,Oscar Alonso,1968-10-23,Buenos Aires,Tango,Guillermo López,Domingo Roldán,,Odeon LDS-854,
374,Amor de fortinera,Orquesta Juan D'Arienzo,"Armando Laborde, Osvaldo Ramos",1966-11-17,Buenos Aires,Tango,"Juan Polito, Carlos Lazzari, Ángel Lamónaca","Juan Polito, Carlos Lazzari, Ángel Lamónaca",,RCA-Victor AVL-3730 RAAN-6516,
375,Amor de marinero,Orquesta Alfredo De Angelis,Roberto Florio,1958-12-11,Buenos Aires,Tango,Dante Gilardoni,"Roberto Cassinelli, Marcelino Hernández",1958,Odeon 52462-B 23699,1463
377,Amor de payaso,Orquesta Raúl Garello,Roberto Rufino,1970-10-14,Buenos Aires,Tango,Antonio Sureda,Antonio Sureda,,RCA-Victor CAL-3279 10832,
378,Amor de resero,Orquesta Alfredo De Angelis,"Juan Carlos Godoy, Lalo Martel",1959-05-04,Buenos Aires,Tango,Arturo Gallucci,Yaraví,,Odeon 52495-B 24007,
381,Amor de verano,Orquesta Alfredo De Angelis,Carlos Aguirre,1964-10-27,Buenos Aires,Tango,Luis Stazo,Federico Silva,,Odeon 7109-A 30782,
384,Amor en remolino,Orquesta Leopoldo Federico,Julio Sosa,1963-06-17,Buenos Aires,Tango,Héctor Stamponi,Cátulo Castillo,,CBS-Columbia 8425 3761,
385,Amor en voz baja,Orquesta Alfredo De Angelis,Julián Rosales,1972-08-03,Buenos Aires,Tango,Nino Rota,Larry Kusik,,Odeon 51016-A 39672,
386,Amor es amar,Orquesta Juan Canaro,Lidia Desmond Violeta Desmond,1935-07-12,Buenos Aires,Vals,Juan Canaro,Claudio Martínez Payva,,Victor 37796 86892,7611
389,Amor mío,Orquesta Rodolfo Biagi,Hugo Duval,1958-11-12,Buenos Aires,Tango,Enrique Munné,Carlos Bahr,,Columbia 20831 1713,
392,Amor y celos,Orquesta Roberto Rufino - Dir: Leo Lipesker,Roberto Rufino,1959-01-27,Buenos Aires,Vals,Miguel Padula,Alfredo Faustino Roldán,,RCA-Victor LZ 1021 0872,
393,Amor y tango,Orquesta Aníbal Troilo,Floreal Ruiz,1945-10-09,Buenos Aires,Tango,José Basso,Carlos Bahr,1945,RCA-Victor 60-0795 80841,
394,Amor y tango,Orquesta Miguel Caló,Raúl Iriarte,1945-11-08,Buenos Aires,Tango,José Basso,Carlos Bahr,1945,Odeon 30007 15076,
397,Amor y vals,Orquesta Rodolfo Biagi,Alberto Lago,1942-05-22,Buenos Aires,Vals,Rodolfo Biagi,Carlos Bahr,,Odeon 5632 12005,2561
398,Amores de estudiante,Orquesta Aníbal Troilo,Roberto Rufino,1963-06-18,Buenos Aires,Vals,Carlos Gardel,"Alfredo Le Pera, Mario Battistella",1934,RCA-Victor AVL-3486 3891,
399,Amores de estudiante,Orquesta Ricardo Tanturi,"Roberto Videla, Osvaldo Ribó",1946-08-16,Buenos Aires,Vals,Carlos Gardel,"Alfredo Le Pera, Mario Battistella",1934,RCA-Victor 60-1031 82291,
400,Amores de estudiante,Orquesta Terig Tucci,Carlos Gardel,1934-07-30,New York,Vals,Carlos Gardel,"Alfredo Le Pera, Mario Battistella",1934,Victor 32189 Bs83700,675
403,Amurado,Orquesta José Basso,Instrumental,1959-01-08,Buenos Aires,Tango,"Pedro Maffia, Pedro Laurenz",José De Grandis,1927,Odeon 52520 23781,
404,Amurado,Orquesta Leopoldo Federico,Julio Sosa,1962-04-19,Buenos Aires,Tango,"Pedro Maffia, Pedro Laurenz",José De Grandis,1927,CBS-Columbia 8340 2929,
405,Amurado,Orquesta Osvaldo Pugliese,Instrumental,1944-11-24,Buenos Aires,Tango,"Pedro Maffia, Pedro Laurenz",José De Grandis,1927,Odeon 7669 14240,21
406,Amurado,Orquesta Pedro Laurenz,Juan Carlos Casas,1940-07-29,Buenos Aires,Tango,"Pedro Maffia, Pedro Laurenz",José De Grandis,1927,RCA-Victor 39045 38411,
407,Amurado,Orquesta Pedro Laurenz,Instrumental,1947-01-16,Buenos Aires,Tango,"Pedro Maffia, Pedro Laurenz",José De Grandis,1927,Pampa 7644 16221,
408,Amurado,Orquesta Pedro Laurenz,Instrumental,1952-09-25,Buenos Aires,Tango,"Pedro Maffia, Pedro Laurenz",José De Grandis,1927,Pampa 11047 MAI 808,
409,Amurado,,Instrumental,1927-07-20,Buenos Aires,Tango,"Pedro Maffia, Pedro Laurenz",José De Grandis,1927,Odeon 6885-B 1049,
413,Ana Lucía,Orquesta Ricardo Tanturi,Osvaldo Ribó,1946-11-29,Buenos Aires,Tango,José Raúl Iglesias,Juan Bautista Gatti,,RCA-Victor 60-1141 82510,
414,Anclao en París,,Carlos Gardel,1931-05-28,Paris,Tango,Guillermo Barbieri,Enrique Cadícamo,1931,Odeon Ki4485,508
418,Andá que te cure Lola,Orquesta Osvaldo Pugliese,Roberto Chanel,1947-12-01,Buenos Aires,Milonga,Luis Caruso,Luis Caruso,1947,Odeon 7695 16812,
420,Andate con ella,Orquesta Alfredo De Angelis,Carlos Aguirre,1969-03-03,Buenos Aires,Tango,Norberto Ramos,Alfredo Dalton,,Odeon 7329-A 35453,
424,Andrajos,Orquesta Rodolfo Biagi,Hugo Duval,1961-08-07,Buenos Aires,Tango,Enrique Santos Discépolo,Alberto Laureano Martínez,,Columbia 21007 2638,2483
427,Andrés Selpa,Orquesta Osvaldo Pugliese,Instrumental,1985-05-21,Buenos Aires,Tango,Osvaldo Pugliese,,,Odeon,
428,Angel Vargas el ruiseñor,Orquesta Ángel D'Agostino,Roberto Alvar,1959-09-16,Buenos Aires,Tango,"Ángel D'Agostino, Eduardo Pereyra",Enrique Cadícamo,,RCA-Victor 1A-1809 KAAB-1239,
429,Angélica,Orquesta Alfredo De Angelis,Juan Carlos Godoy,1961-08-08,Buenos Aires,Arr. en vals,Roberto Cambaré,Roberto Cambaré,,Odeon 52721-A 26745,
430,Angustia,,Carlos Gardel,1933-09-18,Buenos Aires,Tango,Horacio Pettorossi,Horacio Pettorossi,,Odeon 18894 7540/1,1357
433,Anoche,Orquesta Carlos García,Oscar Alonso,1968-09-13,Buenos Aires,Tango,Armando Pontier,Cátulo Castillo,,Odeon LDS-854,
434,Anoche,Orquesta Francini-Pontier,Pablo Moreno,1952-06-17,Buenos Aires,Tango,Armando Pontier,Cátulo Castillo,,RCA-Victor 63-0172 94957,1905
435,Anoche,Orquesta Raúl Garello,Roberto Rufino,1970-11-09,Buenos Aires,Tango,Armando Pontier,Cátulo Castillo,,RCA-Victor CAL-3279 10862,
437,Anoche a las dos,,Carlos Gardel,1930-10-17,Buenos Aires,Tango,Raúl de los Hoyos,Roberto Cayol,1926,Odeon 18832 6195,1455
438,Anoche a las dos,Orquesta José Basso,Jorge Durán,1950-03-31,Buenos Aires,Tango,Raúl de los Hoyos,Roberto Cayol,1926,Odeon 55097 17607,
441,Anoche estuve llorando,Orquesta Alfredo De Angelis,Lalo Martel,1959-04-06,Buenos Aires,Arr. en vals,Carlos Sánchez,Carlos Sánchez,,Odeon 53484-B 23919,
442,Anoche platicamos,Orquesta Don Américo - dir: Américo Belloto,María de la Fuente,1946-10-28,Buenos Aires,Bolero,Federico Baena,Federico Baena,,Odeon 32254 15914,
443,Añorándote,Sexteto Carlos Di Sarli,Instrumental,1930-11-04,Buenos Aires,Tango,"Pascual Verzino, Romeo Guidi",José Horacio Staffolani,,RCA-Victor 47519 60485,
445,Añoranzas,Orquesta Ricardo Tanturi,Enrique Campos,1944-05-18,Buenos Aires,Vals,José María Aguilar,José María Aguilar,,RCA-Victor 60-0453 79696,
448,Anselmo Acuña el resero,Orquesta Carlos Di Sarli,Roberto Rufino,1943-05-28,Buenos Aires,Tango,"Félix Laurenz, Pedro Casella",Luis Caruso,1943,RCA-Victor 60-0094 84381,2360
449,Anselmo Acuña el resero,Orquesta José García,Alfredo Rojas,1943-08-13,Buenos Aires,Tango,"Félix Laurenz, Pedro Casella",Luis Caruso,1943,Odeon 7412 13039,
450,Anselmo Laguna,Orquesta Ricardo Tanturi,Enrique Campos,1945-06-14,Buenos Aires,Tango,Vicente Salerno,Marvil,1945,RCA-Victor 60-0705 80688,
451,Anselmo Laguna,Orquesta Rodolfo Biagi,Alberto Amor,1945-10-15,Buenos Aires,Tango,Vicente Salerno,Marvil,1945,Odeon 5655 15001,
452,Ansias de amor,,Carlos Gardel,1926-12-24,Buenos Aires,Tango,Guillermo Barbieri,Guillermo Barbieri,,Odeon 18197-B E-224,6303
453,Anteayer,Orquesta José Basso,Jorge Durán,1952-07-01,Buenos Aires,Tango,José Basso,Francisco García Jiménez,,Odeon 55428 18460,
458,Antes que salga el sol,Orquesta Alfredo De Angelis,Alberto Cuello,1965-04-28,Buenos Aires,Tango,Héctor Palacios,Primo Antonio,1963,Odeon 7127-A 31289,
460,Antiguo reloj de cobre,Orquesta José Libertella,Miguel Montero,1960-04-19,Buenos Aires,Tango,Eduardo Marvezi,Eduardo Marvezi,,Odeon,589
461,Antiguo reloj de cobre,Orquesta Osvaldo Pugliese,Miguel Montero,1955-09-02,Buenos Aires,Tango,Eduardo Marvezi,Eduardo Marvezi,,Odeon 51815 20443,
462,Apadrinando,Orquesta Alfredo De Angelis,Carlos Dante,1950-12-12,Buenos Aires,Vals,Víctor Braña,Enrique Gaudino,,Odeon 55220-A 17931,
463,Apenas Marielena,Orquesta Aníbal Troilo,Roberto Goyeneche,1968-11-28,Buenos Aires,Tango,Armando Pontier,Federico Silva,,RCA-Victor AVL-3829 8546,
465,Apología tanguera,Orquesta Ángel Vargas dir: Eduardo Del Piano,Ángel Vargas,1950-05-10,Buenos Aires,Milonga,Rosita Quiroga,Enrique Cadícamo,1933,RCA-Victor 60-1972 93962,
467,Apure delantero buey,Orquesta Terig Tucci,Carlos Gardel,1934-07-30,New York,Canción,Carlos Gardel,Alfredo Le Pera,,RCA-Victor 32545-B BS84129/3,1958
468,Aquel encuentro,Orquesta Osvaldo Pugliese,"Abel Córdoba, Adrián Guida",1986-06-18,Buenos Aires,Tango,Roberto Caló,Roberto Caló,,Odeon,
469,Aquel lugar querido,Orquesta Miguel Caló,Instrumental,1969-03-28,Buenos Aires,Tango,"Miguel Caló, Aquiles Roggero",,,Odeon LDB-175 33518,
471,Aquel muchacho triste,Orquesta Carlos García,Oscar Alonso,1970-03-19,Buenos Aires,Tango,José De Grandis,José De Grandis,1928,Odeon LBD-1002,
472,Aquel muchacho triste,Orquesta Ricardo Tanturi,Roberto Videla,1947-10-31,Buenos Aires,Tango,José De Grandis,José De Grandis,1928,RCA-Victor 60-1483 83736,
474,Aquel nocturno,Orquesta Francisco Lomuto,Fernando Díaz,1932-05-09,Buenos Aires,Tango,Daniel Álvarez,Daniel Álvarez,1932,RCA-Victor 37189-B 66709/1,6919
475,Aquel tapado de armiño,Orquesta Aníbal Troilo,Ángel Cárdenas,1958-12-23,Buenos Aires,Tango,Enrique Delfino,Manuel Romero,1929,Odeon 52470 23758,
476,Aquel tapado de armiño,Orquesta Francisco Rotundo,Floreal Ruiz,1950-07-06,Buenos Aires,Tango,Enrique Delfino,Manuel Romero,1929,Odeon 55120 17707,1275
478,Aquel viejo tango,Orquesta Ángel Vargas dir: Armando Lacava,Ángel Vargas,1953-10-13,Buenos Aires,Tango,"Antonio Arcieri, Ángel Danesi","Roberto Giménez, Francisco Bohigas",,RCA-Victor 68-1191 SO-1716,
479,Aquel viejo tango,Orquesta Miguel Caló,Instrumental,1967-09-12,Buenos Aires,Tango,"Antonio Arcieri, Ángel Danesi","Roberto Giménez, Francisco Bohigas",,Odeon LDB-175 33854,
481,Aquella cantina de la ribera,,Carlos Gardel,1926-11-13,Buenos Aires,Tango,Cátulo Castillo,José González Castillo,1926,Odeon 18192 91,1311
484,Aquellas cartas,,Carlos Gardel,1932-07-23,Barcelona,Tango,Juan Ghirlanda,Roberto Maida,1932,Odeon SO-7801,759
487,Aquí en la tierra,Orquesta Rodolfo Biagi,Hugo Duval,1958-09-09,Buenos Aires,Tango,Enrique Munné,Carlos Bahr,,Columbia 20809 1632,
489,Aquí he venido a cantar,Orquesta Alfredo De Angelis,Julio Martel,1945-12-13,Buenos Aires,Tango,Fulvio Salamanca,Carlos Bahr,,Odeon 3791-B 15183,
490,Aquí he venido a cantar,Orquesta Juan D'Arienzo,Armando Laborde,1945-08-28,Buenos Aires,Tango,Fulvio Salamanca,Carlos Bahr,,RCA-Victor 60-0785 80785,
491,Aquí nomás,Orquesta Aníbal Troilo,Tito Reyes,1965-12-16,Buenos Aires,Tango,Héctor Stamponi,Cátulo Castillo,,RCA-Victor 3AE-3560 5587,
495,Aquí parado en la esquina,Orquesta Alberto Mancione,Jorge Ledesma,1953-03-13,Buenos Aires,Tango,Rafael Rossi,Alfredo Bigeschi,1951,RCA-Victor 63-0274,
497,Araca corazón,Orquesta Alberto Mancione,Jorge Ledesma,1951-06-29,Buenos Aires,Tango,Enrique Delfino,Alberto Vaccarezza,1927,RCA-Victor 63-0113-A 94273/1,
498,Araca corazón,Orquesta Ángel Vargas dir: Armando Lacava,Ángel Vargas,1953-06-05,Buenos Aires,Tango,Enrique Delfino,Alberto Vaccarezza,1927,RCA-Victor 68-0726 SO-1053,
499,Araca corazón,Orquesta Leopoldo Federico,Julio Sosa,1963-07-14,Buenos Aires,Tango,Enrique Delfino,Alberto Vaccarezza,1927,CBS-Columbia 8425 3820,
501,Araca corazón,,Carlos Gardel,1927-05-27,Buenos Aires,Tango,Enrique Delfino,Alberto Vaccarezza,1927,Nacional-Odeon 18211 E-789,7460
503,Araca París,Orquesta Armando Pontier,Julio Sosa,1960-04-28,Buenos Aires,Tango,Ramón Collazo,Carlos Lenzi,1930,CBS-Columbia 8538 2201,
504,Argañaraz (Aquellas farras),Orquesta Ángel D'Agostino,Tino García,1952-07-24,Buenos Aires,Tango,Roberto Firpo,Enrique Cadícamo,1930,RCA-Victor 68-0346 SO-0013,
